id,pre_tax_income,hours_worked
315,22259.004910909538,40
316,30976.263159930688,40
317,18861.2837593178,40
318,25902.19974302493,40
319,20638.808140887726,40
320,23121.032555552894,40
321,29660.70879427602,40
322,14630.880231198846,40
323,62704.82251905227,40
324,13319.59195012514,40
325,12002.925534588694,40
326,39302.972720907615,40
327,32722.930412200203,40
328,30093.362411413345,40
329,30157.012272504817,40
330,21892.001342258412,40
331,14063.988669091577,40
332,22877.342267212214,40
333,15700.049500726476,40
334,35866.53140178404,40
335,20464.998369398523,40
336,14577.746048518567,40
337,18756.714597781905,40
338,27077.698300845637,40
339,16616.271807450048,40
340,14601.649813205366,40
341,24880.59859245459,40
342,24896.519300530068,40
343,17094.779650990586,40
344,17404.44386596808,40
345,24736.24778896783,40
346,10678.181529584715,40
347,10897.275826555031,40
348,15379.302476129335,40
349,19796.81656367997,40
350,25731.0518001696,40
351,46058.98370192292,40
352,33820.750445326004,40
353,20333.61557275476,40
354,21818.02836103927,40
355,13342.841698768789,40
356,21823.517069917412,40
357,19066.16697096695,40
358,25883.45602736211,40
359,14565.11446431315,40
360,28557.453722965238,40
361,47399.61837551522,40
362,20860.6507840939,40
363,26926.221319443648,40
364,31103.38690251358,40
365,18022.743445579486,40
366,24638.02452426567,40
367,22165.586343193594,40
368,23128.896587671643,40
369,14965.384422646974,40
370,22298.062876032633,40
371,28254.2493751741,40
372,45504.74129962578,40
373,35583.43192135927,40
374,64640.163898857936,40
375,15007.813111191666,40
376,34069.58461105279,40
377,24141.0985933715,40
378,65834.64289997227,40
379,14703.6472953674,40
380,14474.432250514967,40
381,16322.563237032738,40
382,7616.3470033284975,40
383,16934.74130135365,40
384,15069.583736220471,40
385,23746.653475459112,40
386,26131.009405036766,40
387,56279.48832593091,40
388,35426.37644861252,40
389,16507.137996146314,40
390,14055.831813360346,40
391,28168.49927992533,40
392,11383.080855608237,40
393,55035.26182796692,40
394,39724.36714430732,40
395,17420.660640613725,40
396,9352.815832077391,40
397,43344.54712426848,40
398,20800.453687980884,40
399,40900.93310143757,40
400,9924.742598933557,40
401,16322.707059772125,40
402,22084.29165328151,40
403,22549.99891650742,40
404,17587.91441629102,40
405,30074.2609259072,40
406,12915.582218465759,40
407,20512.920963711284,40
408,23391.96381977231,40
409,28487.464204778917,40
410,31439.094305286424,40
411,12552.548028118475,40
412,10228.599155594085,40
413,41724.276595712974,40
414,26007.936124587897,40
415,15150.01394988716,40
416,47838.01942370108,40
417,23337.979107373783,40
418,39721.52821162573,40
419,22782.756631152333,40
420,61720.657689595835,40
421,52980.03488180725,40
422,19448.35803639573,40
423,35802.94657181853,40
424,30414.90230832561,40
425,43665.59532910271,40
426,13596.100051890171,40
427,31039.806177597213,40
428,37392.00697907368,40
429,9141.961584452834,40
430,12189.994163329393,40
431,7945.681965691731,40
432,19250.582187743013,40
433,31532.40820702798,40
434,46685.015552176046,40
435,22857.79303894401,40
436,49727.221218790735,40
437,11047.387690444792,40
438,9398.531948053656,40
439,21423.123404000806,40
440,26689.692588247595,40
441,21669.318086656094,40
442,7834.395123663166,40
443,21066.512644126928,40
444,11473.155138363218,40
445,30786.64510414538,40
446,26457.610383051287,40
447,13767.418575111202,40
448,17035.702047881292,40
449,12969.98653384008,40
450,21346.87101759568,40
451,35510.05448351367,40
452,13455.41594987553,40
453,28339.822720088374,40
454,16896.659029636852,40
455,14817.490964392533,40
456,20878.700845604337,40
457,13126.37493322444,40
458,16700.18952806556,40
459,12101.21395855342,40
460,58827.373805038864,40
461,22418.27550557022,40
462,15523.91855377912,40
463,24513.76205518033,40
464,20823.469587826567,40
465,19722.496159322447,40
466,29943.97306351107,40
467,32168.849453787887,40
468,16894.601739642105,40
469,16516.098975262023,40
470,19196.325345127272,40
471,6967.692711703779,40
472,10325.836886227935,40
473,43627.24562053524,40
474,50135.461785214524,40
475,19447.65896725449,40
476,29386.141996198312,40
477,25735.459764640622,40
478,102686.95878161729,40
479,38552.9328693402,40
480,20661.786373591727,40
481,13660.036152262419,40
482,9865.280381238425,40
483,24385.203610465996,40
484,15090.559481114415,40
485,10816.988053396743,40
486,15942.018219976628,40
487,12825.953294000758,40
488,51203.891681139234,40
489,34228.704314638395,40
490,21938.83601542118,40
491,46164.76249268638,40
492,22895.236477554427,40
493,14319.218991618787,40
494,47172.29545920787,40
495,28838.16671226019,40
496,13113.229994927988,40
497,20026.880215922683,40
498,14216.959661763956,40
499,11032.493307402114,40
500,34999.49016901272,40
501,57222.83552901856,40
502,10945.855966765,40
503,29187.173216653904,40
504,15909.611706984739,40
505,17265.012056042517,40
506,16379.781827608986,40
507,14299.854125186976,40
508,22567.38077170128,40
509,14538.05454304236,40
510,25215.859300970555,40
511,21480.072960222424,40
512,19546.00069716703,40
513,13991.680318364459,40
514,16508.230186571032,40
515,32134.825028855612,40
516,28295.51509353378,40
517,13510.499158414998,40
518,23148.05763907517,40
519,32070.553821570065,40
520,9559.56362840489,40
521,28902.405218467207,40
522,15814.588574763251,40
523,29298.726628909648,40
524,15038.523508821674,40
525,8933.459042627477,40
526,9761.767712179455,40
527,22562.45393318573,40
528,25080.884238923514,40
529,14014.41451947209,40
530,30311.917451147274,40
531,9597.327649552013,40
532,21310.604692267414,40
533,12021.979761216433,40
534,15900.120170914632,40
535,22554.713233396375,40
536,14325.455195210114,40
537,18173.544703927033,40
538,36429.94588708614,40
539,16507.2352741465,40
540,33451.304256855416,40
541,12520.800404357959,40
542,28707.166917631534,40
543,45287.408298594244,40
544,6400.796725354378,40
545,14787.71980271,40
546,29393.712314206503,40
547,19900.045695744255,40
548,26517.838506163178,40
549,16285.125214735022,40
550,23001.044196681218,40
551,20376.985522208255,40
552,39493.4861948006,40
553,25014.48714093084,40
554,26076.800571387037,40
555,17926.969195774243,40
556,17260.86169812177,40
557,17742.548538064886,40
558,26828.66196142085,40
559,17845.519719380805,40
560,25460.599751399124,40
561,62174.51072515818,40
562,34049.21822568006,40
563,18713.27106797,40
564,40159.205109595845,40
565,17961.077122827384,40
566,7950.083672303744,40
567,13305.820426622076,40
568,8643.8558353626,40
569,18476.28428184646,40
570,22230.24859140009,40
571,50930.57226588548,40
572,25937.98269900689,40
573,19740.93614448085,40
574,33346.32300663773,40
575,7291.265074151514,40
576,24780.37477236108,40
577,32384.415952364154,40
578,10516.564632451174,40
579,39021.84988162538,40
580,26088.45618601031,40
581,17896.421274644283,40
582,30223.98015226392,40
583,68551.90187153213,40
584,24123.292042356,40
585,24937.05909687653,40
586,17506.360486169327,40
587,14401.358411798868,40
588,33361.83657858232,40
589,14356.500096784273,40
590,22828.91284041605,40
591,17346.937843312946,40
592,27986.846554532,40
593,26025.472596437878,40
594,37003.581051880996,40
595,17068.53178341065,40
596,19246.077108040372,40
597,13502.338101159023,40
598,17638.74831708648,40
599,26599.56780013137,40
600,32160.501218463243,40
601,13889.901411391136,40
602,34023.371348420886,40
603,43382.82608308906,40
604,27084.515278172614,40
605,56297.077663962154,40
606,14959.553434504664,40
607,11821.469995681777,40
608,9051.084606615404,40
609,46537.89266477348,40
610,30551.920542651616,40
611,21422.7273796538,40
612,25336.069039210255,40
613,12547.233428957254,40
614,74822.65480332603,40
615,23496.59018250489,40
616,23264.81464903466,40
617,31662.342246400993,40
618,28015.25930436929,40
619,24635.456667206232,40
620,14835.270586227847,40
621,27881.932532750565,40
622,56444.4500331851,40
623,43161.75249150441,40
624,48854.08675915068,40
625,17058.29989771974,40
626,13429.345979671923,40
627,20683.809841156282,40
628,22648.806947953395,40
629,38066.72268940363,40
630,9449.977931013644,40
631,47324.10952474576,40
632,20353.253407776887,40
633,17792.983355002423,40
634,13279.115439889332,40
635,9629.356345329126,40
636,33242.52776581293,40
637,22848.91664484443,40
638,11556.687470055014,40
639,11527.152449815583,40
640,18622.161898629893,40
641,50742.07680489579,40
642,19345.2912834094,40
643,10388.228025941145,40
644,19479.705674238114,40
645,19218.684101656723,40
646,5719.0425187149385,40
647,21436.54739939372,40
648,19624.473904860886,40
649,31197.810105461773,40
650,55518.859202971464,40
651,38687.91339156781,40
652,19255.57011959883,40
653,12666.766677852347,40
654,79752.22353897979,40
655,22688.403570368544,40
656,22180.40778420445,40
657,21762.36664782921,40
658,24319.70923920714,40
659,20492.61372366652,40
660,16533.9148624744,40
661,16756.986074588236,40
662,21668.68402869542,40
663,16785.78396205096,40
664,15422.412825762285,40
665,23230.35514484781,40
666,19389.973688813097,40
667,46723.21803441574,40
668,5851.861506237508,40
669,38015.65874098224,40
670,41070.385620287816,40
671,7811.1297276152,40
672,18557.99927710469,40
673,18293.10637430197,40
674,10897.014729094772,40
675,14929.459031273786,40
676,12641.142828577784,40
677,52898.76235895881,40
678,35166.14807973971,40
679,41596.75953812097,40
680,31597.58687745633,40
681,12524.902160572106,40
682,16945.199661043596,40
683,28132.683142884387,40
684,11955.373189059104,40
685,31460.850641889654,40
686,19532.544476530416,40
687,18262.217666968496,40
688,31428.801103833943,40
689,27505.235730782515,40
690,18389.165103612107,40
691,39326.9338054866,40
692,12829.06188661295,40
693,29970.468829214802,40
694,29630.236697728735,40
695,18868.078037055646,40
696,25927.68280655822,40
697,11783.354886845918,40
698,34961.87669736583,40
699,20081.392756393445,40
700,16960.433849041186,40
701,37216.392913717726,40
702,15488.113763065312,40
703,10891.84204562895,40
704,10114.09640304283,40
705,29822.099024770527,40
706,11611.89547629883,40
707,52965.555815591775,40
708,7777.850518717974,40
709,51442.92317306642,40
710,24477.478615806493,40
711,20986.68449781988,40
712,16773.247016125504,40
713,26891.56794549531,40
714,21615.86141135373,40
715,38240.51906727622,40
716,23321.10035372819,40
717,23745.56085753318,40
718,18364.851898613004,40
719,21408.154677886832,40
720,25691.12510128491,40
721,9366.696986783958,40
722,11225.096269792139,40
723,31940.562955201913,40
724,23990.968333435616,40
725,20090.620268529972,40
726,22230.421475335592,40
727,26207.236467985254,40
728,16816.572875865855,40
729,14925.816405470865,40
730,24292.492416738896,40
731,13504.977648781192,40
732,27014.42814116126,40
733,9402.28663653365,40
734,36848.78106068149,40
735,27897.678074402433,40
736,25034.618028720077,40
737,36002.56597468559,40
738,50652.16343708593,40
739,36577.37037896088,40
740,8774.129879044016,40
741,11616.845438221866,40
742,16116.368493989085,40
743,22315.695079383397,40
744,28533.368622606773,40
745,15323.273469647618,40
746,24182.472726552645,40
747,15097.863667544205,40
748,16223.90577311683,40
749,10901.650203512854,40
750,13882.486725959465,40
751,11205.474104300836,40
752,13521.866212110383,40
753,37302.6966141376,40
754,13702.047532610706,40
755,82140.87437740891,40
756,28188.206223980033,40
757,24159.140156037367,40
758,14340.186360348867,40
759,31261.886151790008,40
760,16517.588913563104,40
761,23412.021466743518,40
762,79224.61057643339,40
763,20993.539995889012,40
764,39129.684924097324,40
765,15497.155771198595,40
766,21644.480415315244,40
767,53391.151972340514,40
768,16099.064941304661,40
769,54514.624221658094,40
770,31378.429201725907,40
771,16626.724875514858,40
772,30218.32687676285,40
773,35820.55697662636,40
774,30058.626824482144,40
775,10045.57622591043,40
776,15312.601748845445,40
777,19462.41954378711,40
778,21221.779865684635,40
779,30041.530363614173,40
780,24073.10450061543,40
781,11297.399219513623,40
782,26638.129960246573,40
783,29890.407025779128,40
784,29140.820134004636,40
785,37812.32409681469,40
786,33421.713658613415,40
787,27711.147266441094,40
788,21267.11249735868,40
789,9600.01109555275,40
790,27304.56298642717,40
791,24436.760211188503,40
792,25230.00951076778,40
793,11633.285550299306,40
794,12829.105423337574,40
795,37293.578277447166,40
796,21595.115267439673,40
797,30969.259073882487,40
798,22340.561086021076,40
799,22356.627080248356,40
800,35211.98909862011,40
801,17017.16187532066,40
802,23110.917143218096,40
803,17480.868890129932,40
804,17725.36398454746,40
805,18871.60967782292,40
806,24613.906961337576,40
807,17337.476153068357,40
808,41269.4610189758,40
809,14082.615168865243,40
810,20061.627261049955,40
811,17679.0300075979,40
812,45410.05985427336,40
813,24301.11196737072,40
814,36898.35576177446,40
815,10479.956566845924,40
816,25172.94619016335,40
817,34365.73934536107,40
818,22951.578535754583,40
819,37524.15686141104,40
820,17006.582856695375,40
821,44563.647184357564,40
822,69525.51328463081,40
823,18371.957272922868,40
824,17628.08661253039,40
825,45555.75496243394,40
826,48522.65459246902,40
827,16959.27204285706,40
828,17852.638500746514,40
829,19131.810417542496,40
830,11246.078223295055,40
831,13914.323090647933,40
832,13332.095686724919,40
833,15004.436716472908,40
834,21647.766330498605,40
835,24763.03673947873,40
836,47822.43914017977,40
837,13370.726138195758,40
838,36031.94551025028,40
839,19791.455396075402,40
840,21488.39165268372,40
841,30865.975696816455,40
842,12564.604701783368,40
843,26667.606632675703,40
844,23938.087868736613,40
845,28175.994400530188,40
846,25452.883647725383,40
847,75180.71818573687,40
848,16012.581050185638,40
849,16890.41402453088,40
850,16129.89621456461,40
851,16684.93408160615,40
852,16015.406374625989,40
853,39915.031671522345,40
854,44812.93587775517,40
855,16558.036517492434,40
856,14527.841828812776,40
857,27881.196448998136,40
858,16712.103190620037,40
859,30226.24630505122,40
860,24378.61299763313,40
861,10322.981914489339,40
862,47750.871672562425,40
863,54064.81245792986,40
864,16213.599668475716,40
865,18144.980047493846,40
866,25410.879685242682,40
867,26035.81567361545,40
868,30615.819648743745,40
869,60180.4163988447,40
870,20161.424637938988,40
871,14777.357324402821,40
872,11051.709335663354,40
873,15283.58995812945,40
874,21664.635584529507,40
875,54029.146598609674,40
876,17003.83779967259,40
877,24634.27329894611,40
878,21846.33718600289,40
879,39902.59493483728,40
880,77922.20318956811,40
881,16891.496583435175,40
882,17245.047481930116,40
883,37126.28315237079,40
884,30975.310938392966,40
885,55456.46973386787,40
886,29494.647720483918,40
887,18404.563968506674,40
888,29594.014746210745,40
889,38343.94054583308,40
890,33197.87313317302,40
891,28385.593251246748,40
892,37546.57137600652,40
893,39523.384770567456,40
894,43961.938107295384,40
895,30465.645289417935,40
896,20260.753322113025,40
897,23702.998621097413,40
898,40265.66836526989,40
899,14640.283681897856,40
900,26485.075229632283,40
901,18093.90814153012,40
902,22345.325124346604,40
903,41740.448735480466,40
904,24234.912408336342,40
905,22543.86563679903,40
906,11159.784542373953,40
907,31988.341363741256,40
908,30416.548278961804,40
909,64966.521454971975,40
910,18884.766722154345,40
911,24577.217227434317,40
912,24951.56542896654,40
913,48471.275312998376,40
914,21001.56491742607,40
915,25324.07397711252,40
916,29850.242861707982,40
917,24180.566723200423,40
918,17619.881827189318,40
919,24271.18192264912,40
920,37677.40567962299,40
921,13183.77716782969,40
922,23540.6698698718,40
923,15520.850500573519,40
924,40035.559050869204,40
925,10284.637414075482,40
926,16656.22128491544,40
927,26598.389226254203,40
928,48183.02283326239,40
929,21314.116304050345,40
930,16687.25004833336,40
931,56419.974620275956,40
932,10678.55762753333,40
933,7336.352193334778,40
934,27446.864787601153,40
935,17136.618537416332,40
936,13218.644729016649,40
937,31387.914951262992,40
938,24882.010634846854,40
939,16613.33034024908,40
940,11612.620974341939,40
941,34071.91320295201,40
942,30488.370322473773,40
943,20960.857903551656,40
944,55454.519650038026,40
945,12899.677845707036,40
946,10272.620330510494,40
947,15584.715932579882,40
948,21530.09476372509,40
949,24876.272703091654,40
950,19523.652750489182,40
951,26265.923621525955,40
952,11780.846196027644,40
953,45337.16080629042,40
954,21140.045480211287,40
955,38509.0252851521,40
956,26143.677791018923,40
957,27677.542120849135,40
958,29286.54984983802,40
959,27552.65775071876,40
960,30374.580806354334,40
961,42812.10912629809,40
962,24300.703629373835,40
963,31398.075455575665,40
964,21060.0287925866,40
965,45254.5550307467,40
966,15706.090545909272,40
967,54201.84440468124,40
968,21588.60751514549,40
969,10770.998196829258,40
970,23483.47373582839,40
971,15669.543005412706,40
972,33534.22286759085,40
973,15893.85777871923,40
974,17622.086047835783,40
975,8563.203455024415,40
976,17568.219532262734,40
977,6555.504364299784,40
978,9977.108404122337,40
979,32215.640005635698,40
980,32627.151190519537,40
981,27247.819564069276,40
982,13582.152971690268,40
983,21507.227532532022,40
984,21986.825904561698,40
985,12342.670145876502,40
986,46709.32725881105,40
987,34155.57647711793,40
988,19722.549663603826,40
989,22324.564973764554,40
990,24445.25493728173,40
991,7935.7453919928175,40
992,19465.740631940953,40
993,15662.238075019626,40
994,13348.909766361996,40
995,19138.357639316153,40
996,54113.73224626781,40
997,30346.043654218684,40
998,16554.454606615705,40
999,29327.807039950298,40
1000,44341.562352865156,40
1001,34972.48335679403,40
1002,22693.07713569102,40
1003,15939.117885728794,40
1004,31229.288168034192,40
1005,26815.696697445055,40
1006,34461.45079419379,40
1007,30260.118422700518,40
1008,37226.50764702987,40
1009,16854.658968676587,40
1010,42561.14525400628,40
1011,24313.810527339676,40
1012,62170.160961400186,40
1013,15605.927530250683,40
1014,52469.215311868495,40
1015,24317.593792479944,40
1016,15903.444471792822,40
1017,17293.000149531123,40
1018,18766.456864822852,40
1019,27230.22839348559,40
1020,28607.315305595086,40
1021,16533.600745394462,40
1022,21759.86950348723,40
1023,64288.444340343995,40
1024,52248.767709949076,40
1025,27396.261318518842,40
1026,22449.008762646306,40
1027,23388.872717600992,40
1028,29934.261901976985,40
1029,13208.339869998128,40
1030,19366.72626024665,40
1031,9563.489625813629,40
1032,26892.737865119754,40
1033,30442.59231611427,40
1034,17299.04832488169,40
1035,48387.33484208845,40
1036,11933.6470024749,40
1037,10591.558129177345,40
1038,24642.45159578017,40
1039,37180.85106107967,40
1040,51121.674548780866,40
1041,17510.5330700456,40
1042,37772.644030656746,40
1043,21606.419859924314,40
1044,20205.019649715854,40
1045,34263.29586312594,40
1046,30520.731078985827,40
1047,10014.646210429819,40
1048,46086.261752457714,40
1049,43916.512929539575,40
1050,16110.373322551102,40
1051,26846.79609425847,40
1052,28198.24703575365,40
1053,25092.8163487623,40
1054,16728.136868534344,40
1055,15743.585886904162,40
1056,21746.823165755894,40
1057,39591.293407800535,40
1058,28905.873169087583,40
1059,18300.667873019036,40
1060,32397.915241891664,40
1061,5301.413116120211,40
1062,39119.754563349015,40
1063,9229.34269154871,40
1064,18375.61015599978,40
1065,12583.793724118537,40
1066,11529.442525022754,40
1067,39356.38072012048,40
1068,17433.50832929949,40
1069,26193.11688354882,40
1070,21515.732927148645,40
1071,27959.726476034142,40
1072,22888.982163467117,40
1073,11597.025106940877,40
1074,36247.779735224074,40
1075,17207.862981359845,40
1076,10114.3354771351,40
1077,17782.00766112668,40
1078,46647.746348232205,40
1079,33695.206674861125,40
1080,18502.736754406324,40
1081,18497.135252153603,40
1082,18754.377567050407,40
1083,62216.405114932364,40
1084,26661.283240215274,40
1085,27310.34435745078,40
1086,36869.56625604497,40
1087,24819.739906493418,40
1088,19350.604283459208,40
1089,19966.77808141838,40
1090,21251.852994519246,40
1091,21620.319774096464,40
1092,31691.848187233165,40
1093,22606.052132954228,40
1094,31771.344259844616,40
1095,21155.214656464086,40
1096,22909.743860999522,40
1097,8110.37720993666,40
1098,34827.54366573205,40
1099,26192.915120937298,40
1100,36279.388712573236,40
1101,5176.437259631672,40
1102,62579.144860624205,40
1103,20541.5549869722,40
1104,38333.95777659277,40
1105,13095.802479580074,40
1106,29923.127415087292,40
1107,13007.640810184801,40
1108,16124.828720968164,40
1109,57355.02146327884,40
1110,20023.438665198617,40
1111,24556.12116064593,40
1112,34031.22843198768,40
1113,28221.544200561264,40
1114,23746.95171947688,40
1115,26435.960468765785,40
1116,73255.4401674486,40
1117,21400.95019122219,40
1118,24356.390152853255,40
1119,37247.019158078474,40
1120,38283.0671513851,40
1121,39875.411220755544,40
1122,30314.00545721742,40
1123,12437.825396219903,40
1124,49847.10832328688,40
1125,12417.068580196934,40
1126,25624.846665040684,40
1127,15106.223270096287,40
1128,21331.301494733918,40
1129,25961.792193163918,40
1130,25865.843866827363,40
1131,27199.67699739051,40
1132,49358.02445242966,40
1133,27633.032084712733,40
1134,19495.163387070563,40
1135,35669.226175967386,40
1136,39924.09257012322,40
1137,11922.660266411584,40
1138,29693.992598622594,40
1139,31275.376422546327,40
1140,18981.4648599679,40
1141,43820.34151277915,40
1142,20434.34221785522,40
1143,23453.809829048987,40
1144,20200.529337204604,40
1145,22198.711459050508,40
1146,12731.855723708559,40
1147,10721.159152781827,40
1148,48886.30288438258,40
1149,14422.133092081614,40
1150,13417.348667834336,40
